Category,Subcategory,Location Name,Store ID,Address,Suite #,City,State,Zip Code,Phone,Hours,Website,Source,Supplier,Filtration Method,Size(s),Price,Category,Subcategory
,,Short Stop 25,,14411 Victory Blvd,,Van Nuys,CA,91401,,,,,,,,,,
,,Vons 2119,,3850 Valley Center,,Del Mar,CA,92130,,,,,,,,,,
,,CVS 9491,,5822 Edinger Ave,,Huntington Beach,CA,92647,,,,,,,,,,
,,Safeway 1682 6,,2811 Middlefield Rd,,Palo Alto,CA,94306,,,,,,,,,,
,,Vons 1734,,522 North Orange Street,,Redlands,CA,92374,,,,,,,,,,
,,Stater Brothers,,1131 N. State College Blvd.,,Anaheim,CA,92806,,,,,,,,,,
,,7 Food Store,,9069 Citrus Ave,,Fontana,CA,92335,,,,,,,,,,
,,Crystal Agua Water,,565 North Azusa Avenue,,Covina,CA,91722,,,,,,,,,,
,,3rd & Palomar,,1346 3rd Avenue,,Chula Vista,CA,91911,,,,,,,,,,
,,Jax Market 03,,426 N Euclid,,Ontario,CA,91762,,,,,,,,,,
,,Rite Aid 5625,,1135 Avocado Ave,,El Cajon,CA,92020,,,,,,,,,,
,,Rite Aid 5704,,27350 Sun City Blvd,,Sun City,CA,92586,,,,,,,,,,
,,Super Mercado La Raza,,16411 E 14 Th St,,San Leandro,CA,94578,,,,,,,,,,
,,Rite Aid 5603,,2797 S. Diamond Bar,,Diamond Bar,CA,91765,,,,,,,,,,
,,CVS 03023,,5100 Broadway,,Oakland,CA,94611,,,,,,,,,,
,,Vons 2008,,2616 Palmdale Blvd.,,Palmdale,CA,93550,,,,,,,,,,
,,Water Systems & Supplies,,7122 Westminster Avenue,,Westminster,CA,92683,,,,,,,,,,
,,Mendocino Market,,8669 S Mendocino Ave,,Parlier,CA,93648,,,,,,,,,,
,,Nina Chris Am Pm,,1590 S Melrose Dr,,Vista,CA,92086,,,,,,,,,,
,,Gonzales Rd & Lobelia,,1355 W. Gonzales Rd,,Oxnard,CA,93030,,,,,,,,,,
,,Zion Market,,4800 Irvine Blvd,,Irvine,CA,92620,,,,,,,,,,
,,Quick Mart,,3105 Fairmont Ave,,San Diego,CA,92105,,,,,,,,,,
,,Mercado Y Carnice,,123 South Blosser,,Santa Maria,CA,93454,,,,,,,,,,
,,Albertsons 6747,,100 B Avenue,,Coronado,CA,92118,,,,,,,,,,
,,Circle K 2655165 (Franchise),,35472 Date Palm Dr,,Cathedral City,CA,92234,,,,,,,,,,
,,Lucky,,570 Magnolia Ave,,Larkspur,CA,94939,,,,,,,,,,
,,76 Gas Station,,1606 Market Street,,San Diego,CA,92102,,,,,,,,,,
,,Perris Water Plus,,165 East Ramona Expressway,Suite 4,Perris,CA,92571,,,,,,,,,,
,,Circle K 5423,,7796 Sunrise Blvd,,Citrus Heights,CA,95610,,,,,,,,,,
,,Day & Night Liquor,,355 Chester Ave,,Bakersfield,CA,93301,,,,,,,,,,
,,Fastrip 356,,6501 Niles St,,Bakersfield,CA,93306,,,,,,,,,,
,,Masatani's Market,,771 Guadalupe Street,,Guadalupe,CA,93434,,,,,,,,,,
,,Sierra Express Mart,,508 Mirage St,,Lindsay,CA,93247,,,,,,,,,,
,,La Esperanza Meat 01,,103 Railroad Avenue,,Watsonville,CA,95076,,,,,,,,,,
,,Mi Ranchito Market,,285 San Lucas Ave,,Mc Farland,CA,93250,,,,,,,,,,
,,Cardenas 24,,140 W 40 Th St,,San Bernardino,CA,92407,,,,,,,,,,
,,Save Mart,,1504 Howard Rd.,,Madera,CA,93637,,,,,,,,,,
,,Eastland Market,,1072 East G Street,,Ontario,CA,91764,,,,,,,,,,
,,Food 4 Less 10 Paq,,8360 El Camino Real,,Atascadero,CA,93422,,,,,,,,,,
,,Save Mart,,3233 W. Hammer Lane,,Stockton,CA,95209,,,,,,,,,,
,,CVS 08897,,3361 Market St,,Riverside,CA,92501,,,,,,,,,,
,,Wash N Dry,,2215 S Pacific Ave,,San Pedro,CA,90731,,,,,,,,,,
,,Rancho Mendoza Supermercado 2,,1201 Piner Rd,,Santa Rosa,CA,95403,,,,,,,,,,
,,Sierra Pure Water,,3259 Sierra Road,Suite B,San Jose,CA,95132,,,,,,,,,,
,,El Toro Market 4,,624 Fremont St,,Colusa,CA,95932,,,,,,,,,,
,,Benjamin Holt & Herndon,,3261 W Benjamin Holt,,Stockton,CA,95219,,,,,,,,,,
,,7 Eleven 26909,,4210 Beyer Blvd,,San Ysidro,CA,92173,,,,,,,,,,
,,Winco Foods LLC # 31,,10151 Fairway Drive,,Roseville,CA,95678,,,,,,,,,,
,,Land Park Gas,,4000 S Land Park,,Sacramento,CA,95822,,,,,,,,,,
,,Stater Brothers,,47 W. Nuevo Rd.,,Perris,CA,92571,,,,,,,,,,
,,Safeway 2507 0982,,2505 San Ramon Valley,,San Ramon,CA,94583,,,,,,,,,,
,,Sunshine Market,,10295 Mills Ave,,Montclair,CA,91763,,,,,,,,,,
,,Food 4 Less Kroger,,312 N. Euclid Ave.,,San Diego,CA,92114,,,,,,,,,,
,,Coin Laundry (Lavenderia),,11479 San Fernando Rd,,San Fernando,CA,91340,,,,,,,,,,
,,CVS 09573,,6299 S. Bristol Pkwy,,Culver City,CA,90230,,,,,,,,,,
,,Albertsons 6710,,8920 Fletcher Parkway,,La Mesa,CA,91942,,,,,,,,,,
,,CVS 09896,,4550 Meriden Ave,,San Jose,CA,95124,,,,,,,,,,
,,Ralphs,,7369 Milliken Ave,,Rancho Cucamonga,CA,91730,,,,,,,,,,
,,One Stop Corner Market,,10756 Garvey Ave,,El Monte,CA,91733,,,,,,,,,,
,,Daily Pure Water,,2621 West Sunset Blvd,,Los Angeles,CA,90026,,,,,,,,,,
,,Rite Aid 5702,,585 S Riverside Ave,,Rialto,CA,92376,,,,,,,,,,
,,G & M Oil 128,,56269 29 Palms Hwy,,Yucca Valley,CA,92284,,,,,,,,,,
,,Aptos Natural Foods,,7506 Soquel Drive,,Aptos,CA,95003,,,,,,,,,,
,,Woodville Liquors,,16768 Ave 168,,Tulare,CA,93274,,,,,,,,,,
,,Circle K 5210,,105 S. Rose Avenue,,Oxnard,CA,93030,,,,,,,,,,
,,Del Mar Supermarket,,7822 E Garvey Ave,,Rosemead,CA,91770,,,,,,,,,,
,,Eddies Liquor,,415 N. Sante Fe,,Vista,CA,92084,,,,,,,,,,
,,Juanita Market 2,,946 Caulfield Ln,,Petaluma,CA,94952,,,,,,,,,,
,,Sandrock & Greyling,,3214 A Greyling,,San Diego,CA,92123,,,,,,,,,,
,,"Winco Foods, LLC #54",,8711 Greenback Lane,,Orangevale,CA,95662,,,,,,,,,,
,,Bayview Mini Mart,,6126 Munda Rd,,San Diego,CA,92139,,,,,,,,,,
,,Cost Mart,,3347 El Cajon Blvd,,San Diego,CA,92104,,,,,,,,,,
,,Joes Handy Market,,301 E Artesia Blvd,,Long Beach,CA,90805,,,,,,,,,,
,,Reuck's Power Equipment,,1271 Mission Street,,San Miguel,CA,93451,,,,,,,,,,
,,Albertsons 6760,,10633 Tierra Santa Blvd,,Tierra Santa,CA,92124,,,,,,,,,,
,,Azusa Liquor,,861 S Lark Ellen Ave,,Azusa,CA,91702,,,,,,,,,,
,,Guru Brothers,,1148 S Capitol Ave,,San Jose,CA,95127,,,,,,,,,,
,,Rite Aid 5576,,153 E Gladstone,,Azusa,CA,91702,,,,,,,,,,
,,Slo Gas & Mart,,1028 E Main St,,Santa Maria,CA,93458,,,,,,,,,,
,,Lulu Liquors,,1102 Freedom Blvd,,Watsonville,CA,95076,,,,,,,,,,
,,El Torito Market,,948 N Coast Highway 101 A,,Encinitas,CA,92024,,,,,,,,,,
,,Albertsons 6534,,940 Tustin,,Orange,CA,92867,,,,,,,,,,
,,Circle K (Replaced) 2967,,420 N Coast Hwy,,Oceanside,CA,92054,,,,,,,,,,
,,Payless Foods 09,,11850 E Valley Blvd,,El Monte,CA,91732,,,,,,,,,,
,,Ucr Coin Laundry & Water,,2186 3 Rd Street,,Riverside,CA,92507,,,,,,,,,,
,,Waterstop 182,,23900 Grand Ave,,Lake Elsinore,CA,92530,,,,,,,,,,
,,Lucky # 1 Pure Water,,302 North 13 Th Street,,San Jose,CA,95112,,,,,,,,,,
,,Jackson Arco,,365 Jackson St,,Hayward,CA,94544,,,,,,,,,,
,,Bel Air 519,,7901 Walerga,,Antelope,CA,95843,,,,,,,,,,
,,CVS 9692,,1820 W Verdugo Ave,,Burbank,CA,91506,,,,,,,,,,
,,CVS 09103,,318 W El Norte Pkwy,,Escondido,CA,92026,,,,,,,,,,
,,Altadena Food Fair,,1873 N Allen Ave,,Pasadena,CA,91104,,,,,,,,,,
,,Cardenas 10,,1067 N Mount Vernon,,Colton,CA,92324,,,,,,,,,,
,,Albertsons 6728,,260 Foothill Parkway,,Corona,CA,92882,,,,,,,,,,
,,N & R Market,,11998 S 10 Th Ave,,Hanford,CA,93232,,,,,,,,,,
,,Sun Valley Water & Stuff,,8723 Sunland Blvd,,Sun Valley,CA,91352,,,,,,,,,,
,,Lavaderos Laundry 1,,922 N Alvarado St,,Los Angeles,CA,90026,,,,,,,,,,
,,Superior 108,,8811 S. Western Ave,,Los Angeles,CA,90047,,,,,,,,,,
,,Price Co Foods,,13765 Mono Way,,Sonora,CA,95370,,,,,,,,,,
,,Yosemite & Church,,5009 Yosemite Blvd,,Empire,CA,95319,,,,,,,,,,
,,Food Source 704,,3547 Bradshaw,,Sacramento,CA,95827,,,,,,,,,,
,,G & M Oil 142 (Chevron),,12555 Paramount Blvd,,Downey,CA,90242,,,,,,,,,,
,,Red Bird Supermarket,,2035 Highland Ave,,National City,CA,91950,,,,,,,,,,
,,Albertsons 6503,,7201 Boulder Ave,,Highland,CA,92346,,,,,,,,,,
,,Aqua Water,,927 North Glassel,,Orange,CA,92867,,,,,,,,,,
,,Star Market,,1275 S Main,,Salinas,CA,93901,,,,,,,,,,
,,Rite Aid 5642,,1363 E Vista Way,,Vista,CA,92083,,,,,,,,,,
,,Circle K 1914,,1930 Lake Bl,,Davis,CA,95616,,,,,,,,,,
,,Mission & Woodley,,16255 1/2 San Fernando Mission,,Granada Hills,CA,91344,,,,,,,,,,
,,Circle K 5624 (Pcf),,5552 W Century Blvd,,Los Angeles,CA,90045,,,,,,,,,,
,,Main & Melrose (Otay Valley Rd),,4356 Otay Valley Road,,Chula Vista,CA,91911,,,,,,,,,,
,,Save Mart (See Note),,909 Sierra St.,,Kingsburg,CA,93631,,,,,,,,,,
,,Big Lots # 1,,9340 Mira Mesa Blvd.,,San Diego,CA,92126,,,,,,,,,,
,,Cypress Farms,,1007 Cypress Ave,,Cypress Park,CA,90065,,,,,,,,,,
,,Best Way Market 02,,12721 Valley View,,La Mirada,CA,90638,,,,,,,,,,
,,Golden Valero,,505 Tennessee St,,Vallejo,CA,94590,,,,,,,,,,
,,S And S Market,,424 Mill St,,Colton,CA,92324,,,,,,,,,,
,,CVS 09718,,1101 Hidden Valley Parkway,,Norco,CA,92860,,,,,,,,,,
,,Mercado Marlen,,889 Leong Dr,,Mountain View,CA,94043,,,,,,,,,,
,,Cortez Market,,15236 Road 192,,Porterville,CA,93257,,,,,,,,,,
,,Vons 1796,,33644 Yucaipa Blvd,,Yucaipa,CA,92399,,,,,,,,,,
,,Garcia Merado,,1364 East Main Street,,El Cajon,CA,92021,,,,,,,,,,
,,Santa Rosa Community Market,,1899 Mendocino Avenue,,Santa Rosa,CA,94611,,,,,,,,,,
,,Shop Rite # 2,,24698 East Fourth Street,,San Bernardino,CA,92401,,,,,,,,,,
,,Albertsons 6358,,2691 Mount Vernon,,Bakersfield,CA,93311,,,,,,,,,,
,,Vemco,,146 South 12 Th Street,,Santa Paula,CA,93060,,,,,,,,,,
,,Garden Farms Market 2,,12580 Lakeshore Dr,,Lakeside,CA,92040,,,,,,,,,,
,,Esperanza Ranch Market,,1208 W 5 Th St,,San Bernardino,CA,92411,,,,,,,,,,
,,CVS 09963,,5644 Mission Center Rd,,San Diego,CA,92108,,,,,,,,,,
,,Broadway Farmers Market,,1039 Broadway,,El Cajon,CA,92021,,,,,,,,,,
,,B B Chevron,,5386 Blackstone Ave,,Fresno,CA,93710,,,,,,,,,,
,,Harolds Market,,2790 State Street,,San Bernardino,CA,92405,,,,,,,,,,
,,Desert Pirified Water Store,,68 190 Ramon Road,#6,Cathedral City,CA,92234,,,,,,,,,,
,,Stater Brothers,,27160 Sun City Blvd.,,Sun City,CA,92586,,,,,,,,,,
,,El Chile Market,,1510 S Escondido Blvd,,Escondido,CA,92025,,,,,,,,,,
,,99 Cent & More,,630 Oller St,,Mendota,CA,93640,,,,,,,,,,
,,Ralphs,,10900 Magnolia Blvd,,North Hollywood,CA,91601,,,,,,,,,,
,,Xochilt Market,,4201 S Broadway,,Los Angeles,CA,90037,,,,,,,,,,
,,El Rancho Market,,812 Willow Rd,,Menlo Park,CA,94028,,,,,,,,,,
,,Norms Liquor,,3795 Duffey St,,San Bernardino,CA,92405,,,,,,,,,,
,,Safeway 2501 0983,,1071 11 Th Street,,Lakeport,CA,95453,,,,,,,,,,
,,CVS 9112,,7100 Broadway,,Lemon Grove,CA,91945,,,,,,,,,,
,,Playa,,2518 Tyler St,,South El Monte,CA,91733,,,,,,,,,,
,,Northgate Market 08,,409 E 4 Th St,,Santa Ana,CA,92701,,,,,,,,,,
,,West Tulare Food Mart,,1414 West Tulare Ave,,Tulare,CA,93274,,,,,,,,,,
,,Rite Aid 5832,,2424 Spring Street,,Paso Robles,CA,93446,,,,,,,,,,
,,Ralphs,,710 North Rose Drive,,Placentia,CA,92870,,,,,,,,,,
,,El Super Market,,1221 South Anaheim Blvd,,Anaheim,CA,92805,,,,,,,,,,
,,Liberty Oil,,1943 Coast Hwy,,Oceanside,CA,92054,,,,,,,,,,
,,Ralphs,,10455 Sunland Blvd,,Sunland,CA,91040,,,,,,,,,,
,,Gage Avenue Market,,5956 E Gage Avenue,,Bell Gardens,CA,90201,,,,,,,,,,
,,Larrys Market,,1315 Blake,,Los Angeles,CA,90031,,,,,,,,,,
,,Rancho Market,,930 23 Rd St,,Richmond,CA,94804,,,,,,,,,,
,,Carniceria 21,,825 N. Virgil Avenue,,Los Angeles,CA,90029,,,,,,,,,,
,,Supermax,,851 5 Th Street,,Gonzalez,CA,93926,,,,,,,,,,
,,Save Mart,,1300 W. Olive Ave,,Merced,CA,95348,,,,,,,,,,
,,Primos Family Market,,2717 N Hughes Ave,,Fresno,CA,93705,,,,,,,,,,
,,Fresh Water,,3839 West 1 St Street,B 6,Santa Ana,CA,92703,,,,,,,,,,
,,Johns Liquor Bank,,3753 W Slauson Ave,,Los Angeles,CA,90043,,,,,,,,,,
,,Olympic Market,,9531 Folsom Blvd,,Sacramento,CA,95827,,,,,,,,,,
,,Central Market,,901 N Blackstone Ave,,Fresno,CA,93701,,,,,,,,,,
,,Jojos Market,,520 College Ave,,Palo Alto,CA,94306,,,,,,,,,,
,,Berkeley Bowl West,,90 Heinz Avenue,,Berkeley,CA,94949,,,,,,,,,,
,,Water Store Vending,,279 Bon Air Center,,Greenbae,CA,94904,,,,,,,,,,
,,Supermax,,500 Walnut,,Greenfield,CA,93915,,,,,,,,,,
,,CVS 09196,,1376 Third Ave,,Chula Vista,CA,91911,,,,,,,,,,
,,Fresco Supermarket,,15233 E Gale Ave,,Hacienda Heights,CA,91744,,,,,,,,,,
,,La Colonial Market,,520 E 3 Rd St,,Oxnard,CA,93030,,,,,,,,,,
,,Amo Liquor,,934 North Euclid Street,,Anaheim,CA,92801,,,,,,,,,,
,,Estrada Market,,751 S Kern Ave,,Los Angeles,CA,90022,,,,,,,,,,
,,Johnny Quick 189,,125 N Sumner,,Fowler,CA,93625,,,,,,,,,,
,,Stater Brothers,,1175 C Baker St.,,Costa Mesa,CA,92626,,,,,,,,,,
,,P & R Laundry,,3845 E 3 Rd St,,Los Angeles,CA,90063,,,,,,,,,,
,,Agua Pura,,6268 Van Buren Blvd.,,Riverside,CA,92503,,,,,,,,,,
,,Buy N Save Market,,225 7 Th St,,Los Banos,CA,93635,,,,,,,,,,
,,Mollie Stones 5,,22 Bayhill Shopping Ctr,,San Bruno,CA,94066,,,,,,,,,,
,,30th & Coronado (Beyer),,2971 1/2 Beyer Blvd.,,San Diego,CA,92154,,,,,,,,,,
,,Ball Liquor,,1068 Story Rd,,San Jose,CA,95122,,,,,,,,,,
,,Panaderia Cecilia,,7825 S Broadway,,Los Angeles,CA,90003,,,,,,,,,,
,,Save Mart,,1801 H. St.,,Modesto,CA,95354,,,,,,,,,,
,,Whole Foods (Ca0275),,3761 State St,,Santa Barbara,CA,93105,,,,,,,,,,
,,C & C Liquors,,43100 Sumter Ave,,Fremont,CA,94538,,,,,,,,,,
,,Ralphs,,12921 Magnolia Blvd,,Van Nuys,CA,91423,,,,,,,,,,
,,C & C Market,,13672 Magnolia Ave,,Corona,CA,92879,,,,,,,,,,
,,Pokerville Market,,18170 Hwy 49,,Plymouth,CA,95669,,,,,,,,,,
,,B & T Water Store,,1230 South Street,,Long Beach,CA,90805,,,,,,,,,,
,,Super Shell,,11347 Washington Blvd,,Whittier,CA,90606,,,,,,,,,,
,,CVS 09613,,23357 Mulholland Drive,,Woodland Hills,CA,91364,,,,,,,,,,
,,Frank Cardinale #2,,265 Carmel Ave,,Marina,CA,93933,,,,,,,,,,
,,Quick Stop Market,,2600 Broad St,,San Luis Obispo,CA,93401,,,,,,,,,,
,,Diho Market,,11700 E 183 Rd St,,Artesia,CA,90701,,,,,,,,,,
,,3's Hermanos Water Store,,215 East Baseline,,Rialto,CA,92376,,,,,,,,,,
,,Circle K 3094,,3504 Imperial Hwy,,Lynwood,CA,90262,,,,,,,,,,
,,Lassen's Natural Foods (Ca0271),,4308 California Ave,,Bakersfield,CA,93309,,,,,,,,,,
,,Best Buy Market,,1135 W Bush,,Lemoore,CA,93245,,,,,,,,,,
,,Lucky,,4055 Macarthur Blvd,,Oakland,CA,94619,,,,,,,,,,
,,A & H Market,,810 S Valencia,,Woodlake,CA,93286,,,,,,,,,,
,,Rite Aid 5672,,3317 W Ramsey St,,Banning,CA,92220,,,,,,,,,,
,,Chavez Supermarket,,666 North Fair Oaks Ave,,Sunnyvale,CA,94086,,,,,,,,,,
,,Sav A Lot,,1625 W Sunset Blvd,,Los Angeles,CA,90026,,,,,,,,,,
,,CVS 04791,,12560 Whittier Blvd,,Whittier,CA,90602,,,,,,,,,,
,,CVS 09507,,650 E. El Segundo,,Los Angeles,CA,90059,,,,,,,,,,
,,Albertsons 6592,,15970 Los Serrano Country Club Drive,,Chino Hills,CA,91709,,,,,,,,,,
,,Food Source 703,,4401 Broadway,,Sacramento,CA,95817,,,,,,,,,,
,,Big Saver 07,,420 W. 17 Th Street,,Santa Ana,CA,92706,,,,,,,,,,
,,Rite Aid 5730,,25906 Newport Rd,,Sun City,CA,92584,,,,,,,,,,
,,Linda Vista Gas,,7611 Linda Vista Road,,San Diego,CA,92111,,,,,,,,,,
,,Central Liquor,,13115 Central Ave,,Chino,CA,91710,,,,,,,,,,
,,Hanks Liquor,,50 Blossom Way,,Hayward,CA,94531,,,,,,,,,,
,,Safeway 2511 0695,,6477 Almaden Expy,,San Jose,CA,95120,,,,,,,,,,
,,Spring Valley Produce #1,,9510 Jamacha Blvd,,Spring Valley,CA,91977,,,,,,,,,,
,,Sprouts Farmers Market 212,,9861 Adams Ave,,Huntington Beach,CA,92646,,,,,,,,,,
,,Stater Brothers,,25904 Newport Rd.,,Menifee,CA,92584,,,,,,,,,,
,,Ralphs,,330 N. Atlantic Blvd,,Monterey Park,CA,91754,,,,,,,,,,
,,Sky Parkway Market,,5530 Sky Pkwy,,Sacramento,CA,95823,,,,,,,,,,
,,CVS 09638,,8201 Topanga Canyon Blvd,,Canoga Park,CA,91304,,,,,,,,,,
,,Ralphs,,7243 Haven Ave,,Rancho Cucamonga,CA,91701,,,,,,,,,,
,,Big Saver 11,,3981 Chicago Ave,,Riverside,CA,92507,,,,,,,,,,
,,Asi Es Tierra,,17529 33 Sierra Hwy,,Canyon Country,CA,91321,,,,,,,,,,
,,The General Store,,3086 Fairmount Ave,,San Diego,CA,92105,,,,,,,,,,
,,Stockdale Hwy & California Ave,,5430 5700 Stockdale Hwy,,Bakersfield,CA,93309,,,,,,,,,,
,,Hamilton Market,,197 Main Street,,Hamilton City,CA,95951,,,,,,,,,,
,,Super Mercado El Pueblo,,11357 Sherman Way,,Sun Valley,CA,91352,,,,,,,,,,
,,Aqua Cristal Water,,7425 Van Nuys Blvd.,,Van Nuys,CA,91405,,,,,,,,,,
,,Pacifica Health Food (Ca0226),,944 Linden Ave,,Carpinteria,CA,93013,,,,,,,,,,
,,Youngs Market,,3030 Brundage Lane,,Bakersfield,CA,93304,,,,,,,,,,
,,Turf Market,,13608 Telegraph Rd,,Whittier,CA,90604,,,,,,,,,,
,,Marshall Market,,300 Carpenteria Rd,,Aromas,CA,95004,,,,,,,,,,
,,Albertsons 6713,,1509 E Valley Parkway,,Escondido,CA,92025,,,,,,,,,,
,,Food 4 Less 08 Paq,,1576 N Sanborn Rd,,Salinas,CA,93905,,,,,,,,,,
,,CVS 08854,,1750 N Grand Ave,,Santa Ana,CA,92701,,,,,,,,,,
,,Rolinda Market,,9502 W Whitebridge,,Fresno,CA,93706,,,,,,,,,,
,,Jays Market,,4000 W Pico Blvd,,Los Angeles,CA,90019,,,,,,,,,,
,,Aqua Caf?,,2223 West Fifth Street,Suite B,Santa Ana,CA,92703,,,,,,,,,,
,,Dollar Discount,,5919 S Broadway,,Los Angeles,CA,90003,,,,,,,,,,
,,CVS 02768,,Panama Ln,,Bakersfield,CA,93307,,,,,,,,,,
,,West Liquor Market,,701 E. Manchester,,Los Angeles,CA,90003,,,,,,,,,,
,,Pak N Save Safeway 3126,,610 Hegenberger Road,,Oakland,CA,94621,,,,,,,,,,
,,Victoria Laundry,,60 South Park Victoria Drive,,Milpitas,CA,95035,,,,,,,,,,
,,Rite Aid 6515,,211 W Birch St,,Calexico,CA,92231,,,,,,,,,,
,,Holiday Foods 15,,6848 L Skyway,,Paradise,CA,95969,,,,,,,,,,
,,CVS 09876,,699 Lewelling Blvd,,San Leandro,CA,94579,,,,,,,,,,
,,Safeway 2504 0691,,1444 Shattuck Pl,,Berkeley,CA,94709,,,,,,,,,,
,,Sion Water,,17139 Grand Avenue,Suite C,Lake Elsinore,CA,92530,,,,,,,,,,
,,Lava Seco,,1514 S Vermont #D,,Los Angeles,CA,90006,,,,,,,,,,
,,"B J Global Enterprises, Inc.",,3973 Chicago Avenue,,Riverside,CA,92507,,,,,,,,,,
,,Little Rock Mini & Gas,,7225 Pearblossom Hwy,,Little Rock,CA,93543,,,,,,,,,,
,,Waterstop 150,,2415 Grove Ave,,Ontario,CA,91761,,,,,,,,,,
,,Aj Market,,580 E 10 Th Ave,,Chico,CA,95926,,,,,,,,,,
,,Alta Dena Dairy,,4390 N Maine Ave,,Baldwin Park,CA,91706,,,,,,,,,,
,,Circle K 5250 (Pcf),,190 W San Marcos,,San Marcos,CA,92069,,,,,,,,,,
,,Palace Market,,400 Perkins Ave,,Mc Farland,CA,93250,,,,,,,,,,
,,CVS 09757,,2525 W. Via Campo,,Montebello,CA,90640,,,,,,,,,,
,,Super A,,4848 W 190 Th Street,,Torrance,CA,90503,,,,,,,,,,
,,La Hacienda Market,,1933 Memalto Ave,,Menlo Park,CA,94025,,,,,,,,,,
,,Piru Meat Market,,3950 Center St,,Piru,CA,93040,,,,,,,,,,
,,Albertsons 6308,,18571 Soledad Cyn Rd,,Canyon Country,CA,91351,,,,,,,,,,
,,Mendota Food Center,,697 N Derrick,,Mendota,CA,93640,,,,,,,,,,
,,Rancho Market,,249 Hillside Blvd,,South San Francisco,CA,94080,,,,,,,,,,
,,Rranch,,8601 Hooper Avenue,,Los Angeles,CA,90002,,,,,,,,,,
,,CVS 09607,,901 Silver Spur Road,,Rolling Hills,CA,90274,,,,,,,,,,
,,Super Saver 6228 (New Alb),,350 W San Ysidro,,San Ysidro,CA,92173,,,,,,,,,,
,,Food 4 Less Kroger,,4250 Van Buren Blvd,,Riverside,CA,92503,,,,,,,,,,
,,Devolls Liquor,,1705 Tippecone,,San Bernardino,CA,92408,,,,,,,,,,
,,Crystal Blue Water And Ice,,13647 Vanowen Street,Suite A,Van Nuys,CA,91405,,,,,,,,,,
,,Save Mart,,105 W Hanford Armona Rd.,,Lemoore,CA,93245,,,,,,,,,,
,,Wishy Wash 2,,4275 E Olympic Blvd,,Los Angeles,CA,90022,,,,,,,,,,
,,Food 4 Less Kroger,,10901 Imperial Hwy,,Norwalk,CA,90650,,,,,,,,,,
,,CVS 09551,,12490 Seal Beach Blvd,,Seal Beach,CA,90740,,,,,,,,,,
,,99 Ranch 18,,1625 Azusa Ave,,Hacienda Heights,CA,91745,,,,,,,,,,
,,Verdugo Water,,3328 Verdugo Road,,Los Angeles,CA,90065,,,,,,,,,,
,,Lucky Wholesale Discount,,1227 W Olive,,Porterville,CA,93257,,,,,,,,,,
,,Ortegas Market,,1331 Guernville Rd,,Santa Rosa,CA,95403,,,,,,,,,,
,,Circle K Franchise 3048,,9602 Flower St,,Bellflower,CA,90706,,,,,,,,,,
,,Maclay Arco,,601 N Maclay Ave,,San Fernando,CA,91340,,,,,,,,,,
,,Mcfadden Water Town,,2429 W Mcfadden Avenue,#101,Santa Ana,CA,92704,,,,,,,,,,
,,Wash America,,2759 Story Road,,San Jose,CA,95127,,,,,,,,,,
,,Ralphs,,40473 Murrieta Hot Springs Rd.,,Murrieta,CA,92563,,,,,,,,,,
,,CVS 09311,,20180 Us Hwy 18,,Apple Valley,CA,92307,,,,,,,,,,
,,7 Eleven 27771,,1771 Oro Vista Rd,,San Diego,CA,92154,,,,,,,,,,
,,Lyons 7 11,,23406 Lyons Ave,,Santa Clarita,CA,91321,,,,,,,,,,
,,7th & Griffith,,1220 7th Street,,Wasco,CA,93280,,,,,,,,,,
,,G & M Oil 0152,,2314 E Thompson Ave,,Ventura,CA,93003,,,,,,,,,,
,,CVS 09654,,2091 Lakeshore Dr,,Lake Elsinore,CA,92530,,,,,,,,,,
,,A & M Market,,1201 Durham St,,Arvin,CA,93203,,,,,,,,,,
,,Potomac Market,,2050 Potomac Ave,,Bakersfield,CA,93307,,,,,,,,,,
,,Valley Pure Water,,1435 Foxworthy Avenue,,San Jose,CA,95118,,,,,,,,,,
,,Superior 119,,5450 Cherry Ave,,Long Beach,CA,90805,,,,,,,,,,
,,Bel Air 518,,2341 Sunset Blvd,,Rocklin,CA,95765,,,,,,,,,,
,,Stater Brothers,,2790 Hamner Ave.,,Norco,CA,92860,,,,,,,,,,
,,La Sabrosa Market,,4004 E Chapman Ave,,Orange,CA,92869,,,,,,,,,,
,,Stater Brothers,,1230 E. Mcfadden Ave.,,Santa Ana,CA,92705,,,,,,,,,,
,,Amigos Market,,13491 E Parlier,,Parlier,CA,93648,,,,,,,,,,
,,Cropley Pure Water,,2673 A Cropley Avenue,,San Jose,CA,95132,,,,,,,,,,
,,Q Mart,,600 W Main St,,Barstow,CA,92311,,,,,,,,,,
,,Waterstop 011,,4410 E. Compton Blvd.,,East Rancho Domingue,CA,90221,,,,,,,,,,
,,Rite Aid 6084,,980 Florin Road,,Sacramento,CA,95831,,,,,,,,,,
,,Vons 2317,,1191 E. Creston Road,,Paso Robles,CA,93446,,,,,,,,,,
,,World Foods Supermarket,,5245 El Cajon Blvd,,San Diego,CA,92115,,,,,,,,,,
,,Safeway 2505 2315,,699 Lewelling,,San Leandro,CA,94579,,,,,,,,,,
,,Food Net Supermarket,,1960 Lewelling Blvd,,San Leandro,CA,94579,,,,,,,,,,
,,CVS 09627,,22050 Ventura Blvd,,Woodland Hills,CA,91364,,,,,,,,,,
